student_id,age,gender,department,semester,entrance_score_pct,current_gpa,backlogs,study_hours_per_week,attendance_pct,assignment_submission_rate,family_income,fee_payment_delay_days,scholarship,lms_login_frequency_per_week,library_visits_per_month,extracurricular_participation,distance_from_home_km,commute_mode,mental_health_score,sleep_hours_per_night,disciplinary_actions,dropout
STU101984,22,Female,Business Administration,5,78.1,7.48,0,6.6,74.1,94.4,60000,28,0,6.2,0,0,1.7,Public Transport,4.7,4.5,1,0
STU101985,23,Male,Mechanical Engineering,5,79.9,5.75,1,29.5,68.5,85.4,60000,25,0,6.7,5,0,20.1,Own Vehicle,5.4,5.0,1,1
STU101986,23,Female,Computer Science,5,70.7,3.79,3,27.0,71.7,94.9,138600,22,0,13.3,8,1,6.9,Own Vehicle,6.5,5.8,0,0
STU101987,19,Male,Business Administration,2,74.8,6.84,0,9.2,79.0,84.3,60000,20,0,16.8,2,1,9.4,Walking,6.1,7.0,0,0
STU101988,19,Male,Business Administration,4,77.1,6.27,1,2.7,88.2,96.2,60000,23,0,8.0,5,1,124.2,Public Transport,4.4,5.9,0,1
STU101989,24,Male,Civil Engineering,7,75.9,3.64,2,16.2,82.9,52.9,66200,31,0,5.6,2,0,5.2,Bicycle,5.7,6.4,1,1
STU101990,21,Male,Civil Engineering,1,60.7,5.26,4,14.0,100.0,89.3,60000,31,0,8.0,3,0,35.6,Walking,4.2,7.5,0,0
STU101991,21,Female,Civil Engineering,7,61.9,3.93,2,19.4,79.0,83.8,60000,19,0,9.6,2,1,24.5,Own Vehicle,5.0,7.3,1,0
STU101992,20,Other,Computer Science,5,66.5,2.9,2,21.0,67.6,84.0,60000,22,0,12.7,11,0,13.8,Hostel,7.8,3.8,0,0
STU101993,22,Male,Computer Science,3,61.5,4.36,0,6.8,77.7,72.4,82200,23,0,8.0,3,0,16.4,Public Transport,4.2,6.7,0,1
STU101994,23,Male,Computer Science,1,52.3,6.24,0,24.0,88.0,81.7,60000,22,0,7.3,5,0,7.2,Own Vehicle,7.3,7.2,0,0
STU101995,18,Male,Business Administration,7,78.1,8.18,0,12.5,94.0,81.3,60000,48,0,22.3,4,0,54.2,Bicycle,5.1,6.4,0,0
STU101996,21,Male,Computer Science,1,74.2,7.45,0,19.3,98.8,67.9,60000,18,0,3.5,7,1,23.5,Bicycle,7.2,7.2,1,0
STU101997,24,Male,Civil Engineering,5,53.9,4.74,2,13.2,62.8,86.4,60000,21,0,13.7,16,1,11.6,Bicycle,4.5,7.5,1,1
STU101998,19,Female,Mechanical Engineering,2,67.1,6.32,0,21.5,97.9,100.0,60000,29,0,17.4,17,0,9.9,Hostel,6.1,6.9,0,0
STU101999,19,Female,Computer Science,8,67.8,5.58,1,0.0,77.9,61.7,77700,38,0,8.3,5,1,20.6,Hostel,4.5,6.4,1,1
STU102000,24,Male,Business Administration,2,72.2,4.01,2,20.2,64.0,88.4,79600,53,0,11.4,7,0,101.4,Walking,6.4,6.8,0,1
STU102001,18,Male,Computer Science,7,57.0,3.11,2,9.2,74.1,74.7,60000,31,0,0.8,10,1,23.0,Public Transport,2.5,3.5,0,1
STU102002,20,Female,Business Administration,5,53.8,3.33,0,15.5,97.0,77.0,60000,20,0,10.1,11,1,7.8,Public Transport,6.5,8.3,1,0
STU102003,21,Male,Electronics & Communication,1,76.2,8.34,0,23.7,86.4,86.1,76500,33,0,15.8,8,0,20.6,Bicycle,3.8,8.2,1,0
STU102004,23,Male,Electronics & Communication,6,51.6,5.85,0,9.4,63.0,86.3,74600,25,0,10.6,10,1,36.8,Public Transport,5.3,8.1,0,0
STU102005,18,Male,Computer Science,8,67.2,3.65,5,8.3,55.6,77.8,60000,19,0,8.2,7,0,49.9,Bicycle,5.2,6.7,0,0
STU102006,21,Male,Business Administration,2,66.1,5.37,0,12.4,62.7,68.0,60000,20,0,18.7,3,1,12.1,Public Transport,8.1,7.2,0,0
STU102007,19,Male,Civil Engineering,8,68.5,4.84,2,12.0,66.8,97.3,74900,20,0,13.3,10,1,19.2,Walking,3.0,6.7,0,0
STU102008,23,Female,Mechanical Engineering,7,73.0,5.59,1,7.6,79.6,84.2,60000,22,0,13.1,6,0,35.0,Hostel,2.7,6.9,0,0
STU102009,22,Male,Electronics & Communication,6,89.2,6.28,0,15.7,64.2,93.9,70600,33,0,5.9,7,0,23.3,Public Transport,8.7,8.3,0,0
STU102010,21,Female,Mechanical Engineering,3,50.8,6.31,0,16.1,74.0,100.0,60000,29,0,0.0,0,0,17.1,Bicycle,5.8,4.2,0,0
STU102011,20,Male,Electrical Engineering,1,80.5,6.41,1,18.2,98.1,54.2,60000,29,0,11.5,3,0,5.3,Walking,2.9,7.1,1,1
STU102012,19,Female,Electrical Engineering,4,39.9,3.53,2,9.3,99.6,90.5,64800,34,0,9.2,4,1,1.2,Hostel,5.3,5.4,0,1
STU102013,24,Male,Civil Engineering,7,86.7,7.3,0,8.4,100.0,82.5,60000,33,0,13.8,8,1,14.5,Bicycle,5.5,5.0,0,0
STU102014,22,Male,Civil Engineering,5,45.5,1.99,4,14.2,48.9,92.3,60000,20,0,9.0,13,0,32.9,Bicycle,4.9,6.3,0,1
STU102015,20,Male,Electrical Engineering,6,99.2,8.11,0,13.3,100.0,73.0,60000,22,0,10.2,9,0,30.9,Hostel,7.1,4.9,0,0
STU102016,20,Male,Electrical Engineering,7,65.3,6.93,0,13.4,81.3,99.0,60000,30,0,10.2,5,0,67.7,Own Vehicle,3.1,4.9,1,0
STU102017,23,Male,Business Administration,3,85.5,9.2,0,10.0,81.1,69.2,136100,32,0,4.5,2,1,21.0,Public Transport,6.5,4.3,0,0
STU102018,23,Female,Civil Engineering,1,83.0,4.8,2,17.3,91.4,87.0,60000,31,0,0.0,11,0,1.0,Public Transport,5.2,5.9,2,1
STU102019,21,Male,Business Administration,8,64.8,2.75,0,8.4,89.8,89.3,60000,29,0,5.6,7,0,39.6,Hostel,6.3,7.2,0,0
STU102020,20,Male,Electrical Engineering,5,65.7,5.35,1,14.1,52.3,80.7,167000,18,0,4.1,0,1,5.7,Public Transport,8.3,7.6,0,0
STU102021,22,Male,Electrical Engineering,5,60.0,6.57,0,12.9,71.4,69.5,60000,24,0,9.8,10,1,36.8,Bicycle,8.6,9.1,1,0
STU102022,22,Female,Electrical Engineering,5,79.4,6.93,0,14.8,74.9,79.5,72900,18,0,1.8,7,1,19.8,Public Transport,9.8,6.0,1,0
STU102023,22,Female,Civil Engineering,7,64.9,6.28,0,23.3,61.4,98.8,60000,28,0,7.6,0,0,58.2,Own Vehicle,2.7,7.5,0,1
STU102024,18,Female,Electronics & Communication,7,60.2,2.64,3,5.8,89.5,100.0,62400,19,0,18.4,8,0,23.5,Bicycle,6.9,6.7,0,1
STU102025,21,Female,Civil Engineering,6,76.4,5.2,3,0.0,95.6,100.0,198900,33,0,8.4,6,0,14.5,Bicycle,7.5,6.7,0,0
STU102026,22,Female,Electrical Engineering,7,59.2,1.22,3,10.8,75.4,86.9,78800,17,0,9.0,0,0,17.7,Hostel,5.0,7.0,1,1
STU102027,24,Female,Business Administration,3,66.1,5.06,2,6.9,81.2,84.8,60000,18,0,9.3,14,1,18.1,Public Transport,6.3,7.5,0,1
STU102028,21,Male,Civil Engineering,6,71.3,2.24,2,0.0,76.8,87.7,60000,29,0,10.3,7,1,10.0,Own Vehicle,8.8,7.1,0,1
STU102029,20,Female,Mechanical Engineering,8,62.3,7.12,0,27.2,81.4,100.0,60000,21,0,7.4,4,1,7.7,Own Vehicle,6.2,6.0,0,1
STU102030,21,Female,Computer Science,2,64.1,7.62,0,18.9,95.6,92.8,60000,21,0,9.2,3,0,2.7,Hostel,9.2,7.3,0,0
STU102031,19,Male,Civil Engineering,5,88.4,7.3,0,19.7,55.3,86.3,60000,28,0,7.3,5,0,9.9,Own Vehicle,6.4,5.7,0,0
STU102032,18,Female,Civil Engineering,6,67.5,2.98,3,13.0,82.3,74.9,60000,26,0,1.3,5,1,2.3,Bicycle,7.0,7.3,0,1
STU102033,22,Male,Business Administration,5,65.7,5.86,2,17.9,77.2,78.6,60000,21,0,15.1,8,0,12.6,Hostel,8.1,6.7,1,0
STU102034,24,Male,Electrical Engineering,8,67.9,8.41,0,12.0,70.0,90.8,60000,23,0,5.6,5,0,26.6,Bicycle,4.4,4.1,0,0
STU102035,23,Male,Computer Science,4,75.5,6.8,0,20.7,73.0,73.7,96000,17,0,18.0,4,1,12.1,Bicycle,7.5,6.3,0,0
STU102036,22,Female,Business Administration,2,57.6,6.5,0,16.3,100.0,75.6,60000,20,0,6.2,6,0,46.2,Bicycle,5.6,7.7,0,0
STU102037,18,Female,Civil Engineering,2,75.1,5.23,0,14.7,61.4,84.0,60000,26,0,3.2,4,0,1.9,Walking,8.9,6.3,0,0
STU102038,24,Male,Computer Science,7,73.1,4.45,2,15.3,74.6,74.2,60000,30,0,18.9,5,1,53.5,Public Transport,5.5,6.8,0,1
STU102039,21,Male,Computer Science,6,48.5,3.77,4,25.3,96.8,85.9,60000,29,0,1.0,11,0,82.6,Hostel,5.2,5.9,0,1
STU102040,20,Male,Mechanical Engineering,5,91.5,4.24,1,16.2,60.7,93.1,60000,25,0,0.0,4,1,2.0,Bicycle,4.7,6.1,0,0
STU102041,24,Male,Civil Engineering,4,87.5,10.0,0,7.8,73.6,88.9,187300,25,0,2.8,5,0,12.4,Walking,6.4,7.7,0,0
STU102042,23,Other,Electrical Engineering,4,60.4,5.05,1,17.4,79.1,90.3,60000,23,0,8.9,2,0,44.6,Public Transport,7.5,5.9,0,0
STU102043,23,Male,Mechanical Engineering,8,56.5,5.91,0,18.4,85.8,86.8,60000,36,0,3.3,10,1,17.6,Public Transport,6.5,5.0,0,1
STU102044,19,Male,Electronics & Communication,6,72.7,5.08,1,14.0,77.4,26.1,67600,25,0,6.8,0,0,37.4,Own Vehicle,10.0,3.7,2,0
STU102045,24,Male,Business Administration,8,52.9,1.76,2,14.6,64.5,67.9,224000,28,0,0.0,2,0,4.4,Own Vehicle,5.3,5.5,0,1
STU102046,21,Other,Mechanical Engineering,7,86.4,9.19,0,7.5,86.3,95.6,60000,30,0,15.4,8,0,4.2,Own Vehicle,4.7,5.1,0,0
STU102047,21,Male,Mechanical Engineering,7,64.4,3.35,1,15.7,77.1,70.4,60000,35,0,11.7,5,0,13.1,Own Vehicle,6.0,4.6,1,0
STU102048,23,Female,Mechanical Engineering,5,89.5,7.72,0,6.5,88.8,97.8,162800,15,0,3.7,9,0,1.1,Public Transport,7.4,5.1,0,0
STU102049,22,Male,Computer Science,2,60.1,5.52,2,13.2,89.9,94.7,60000,19,0,0.0,5,0,6.3,Hostel,3.8,5.2,1,1
STU102050,19,Male,Computer Science,6,68.7,5.61,1,10.3,57.7,79.0,106800,33,0,5.1,3,1,70.6,Own Vehicle,8.9,5.1,1,1
STU102051,20,Female,Business Administration,6,85.2,5.56,0,21.9,94.5,76.1,60000,27,0,13.3,5,0,2.6,Walking,6.0,8.3,0,0
STU102052,20,Male,Computer Science,5,66.1,5.05,0,25.8,76.4,85.1,63600,34,0,15.4,0,0,0.8,Walking,9.8,4.4,0,0
STU102053,24,Female,Electronics & Communication,1,73.3,4.34,1,7.0,90.1,82.3,60000,18,0,8.4,2,1,7.8,Own Vehicle,9.2,7.3,0,0
STU102054,23,Male,Electrical Engineering,8,83.1,7.94,0,15.0,86.9,94.4,232400,18,0,7.5,9,0,7.4,Bicycle,8.0,7.2,1,0
STU102055,20,Female,Electronics & Communication,7,63.3,5.98,1,12.8,100.0,47.9,60000,20,0,6.7,4,0,16.6,Bicycle,6.5,7.3,0,0
STU102056,23,Female,Business Administration,3,54.9,4.35,1,18.3,78.6,72.0,60000,18,0,11.1,5,0,26.6,Walking,4.5,6.4,1,1
STU102057,23,Female,Electronics & Communication,4,52.5,3.29,3,15.7,69.9,63.8,68100,26,0,13.2,6,1,0.9,Own Vehicle,4.9,8.1,2,1
STU102058,20,Male,Electronics & Communication,1,77.0,9.53,0,12.3,72.8,47.2,60000,22,0,9.3,0,0,84.7,Walking,4.5,6.5,0,0
STU102059,20,Female,Electrical Engineering,8,74.7,3.89,1,15.7,64.0,75.6,63200,38,0,7.7,0,0,22.0,Walking,4.0,6.2,0,1
STU102060,24,Other,Civil Engineering,2,82.7,4.15,0,13.5,91.3,62.5,60000,22,0,13.9,7,1,19.2,Public Transport,7.2,8.0,0,0
STU102061,21,Male,Civil Engineering,4,66.7,5.21,1,26.1,63.1,77.2,60000,29,0,17.1,4,1,12.7,Walking,7.0,6.3,0,0
STU102062,19,Male,Mechanical Engineering,4,52.8,3.81,0,9.4,91.2,77.7,60000,18,0,8.6,5,1,3.9,Own Vehicle,3.6,4.4,0,1
STU102063,23,Female,Computer Science,3,41.8,5.1,1,16.8,75.4,89.8,60000,20,0,10.0,8,1,0.7,Bicycle,5.5,7.2,0,1
STU102064,22,Male,Business Administration,6,100.0,9.03,0,18.6,55.3,81.2,60000,18,0,6.2,2,1,31.4,Public Transport,5.1,7.9,0,1
STU102065,21,Female,Electrical Engineering,8,76.3,6.15,1,18.1,99.3,57.6,83400,26,0,10.0,3,0,41.2,Own Vehicle,9.3,6.9,0,0
STU102066,23,Female,Business Administration,7,71.6,6.53,0,12.9,32.7,90.2,60000,25,0,5.4,4,1,9.4,Own Vehicle,2.4,6.0,0,1
STU102067,24,Male,Business Administration,5,73.3,6.64,0,24.6,78.9,100.0,60000,50,0,17.1,7,1,22.3,Walking,10.0,6.8,0,0
STU102068,20,Female,Computer Science,2,52.8,7.59,0,0.4,83.3,100.0,63300,19,0,14.4,4,0,33.3,Walking,7.8,7.4,0,0
STU102069,20,Female,Electronics & Communication,7,60.5,5.24,1,7.3,46.2,93.2,97200,22,0,18.3,3,1,9.2,Bicycle,1.4,5.2,1,1
STU102070,19,Male,Civil Engineering,3,90.9,6.18,0,19.6,86.2,82.1,60000,18,0,7.2,12,0,26.8,Bicycle,5.4,3.8,1,0
STU102071,22,Female,Electrical Engineering,8,77.9,6.55,0,8.8,70.6,77.6,60000,27,0,20.4,6,1,1.3,Public Transport,7.4,6.3,0,0
STU102072,20,Male,Electronics & Communication,4,60.8,0.68,1,8.4,75.0,74.6,60000,24,0,10.8,8,1,31.1,Own Vehicle,5.1,7.8,1,1
STU102073,20,Male,Computer Science,5,55.3,4.37,1,11.7,97.3,86.6,60000,23,0,8.9,0,0,17.6,Walking,5.9,5.0,0,0
STU102074,22,Female,Electrical Engineering,4,63.8,6.85,0,9.5,82.0,68.0,92900,20,0,16.3,0,0,16.4,Hostel,10.0,4.8,0,0
STU102075,20,Male,Business Administration,4,66.2,6.26,0,19.5,75.1,88.3,60000,36,0,4.9,8,1,24.8,Bicycle,5.6,6.8,2,0
STU102076,21,Female,Electronics & Communication,2,94.6,8.04,0,21.3,77.6,75.0,60000,19,0,10.2,5,1,13.7,Hostel,4.5,6.2,1,0
STU102077,21,Male,Computer Science,5,67.7,6.46,0,15.6,100.0,59.3,60000,28,0,9.2,4,1,1.2,Own Vehicle,8.4,5.6,0,0
STU102078,19,Male,Computer Science,4,55.7,6.22,0,22.4,85.7,74.8,61600,19,0,12.1,2,0,33.9,Public Transport,3.9,8.0,0,0
STU102079,18,Male,Electrical Engineering,7,69.3,7.82,0,5.3,67.6,100.0,101900,17,0,7.8,9,1,10.9,Walking,8.1,5.6,0,0
STU102080,23,Female,Computer Science,4,73.2,6.57,0,15.5,73.2,87.1,60000,19,0,7.3,8,1,34.3,Bicycle,7.9,7.0,0,0
STU102081,18,Female,Electrical Engineering,8,54.6,3.86,3,24.4,58.8,25.7,114600,17,0,6.9,5,1,20.6,Bicycle,9.9,7.6,0,1
STU102082,20,Female,Civil Engineering,3,74.8,2.28,3,21.8,69.2,68.9,67000,21,0,7.3,6,0,4.0,Public Transport,7.0,6.2,1,1
STU102083,22,Other,Computer Science,3,84.5,8.33,0,25.1,100.0,98.5,60000,21,0,10.4,4,0,10.8,Hostel,6.2,7.6,1,0
STU102084,18,Female,Electrical Engineering,1,71.7,6.56,0,10.9,77.7,80.5,60000,22,0,16.4,3,1,51.6,Walking,6.6,7.4,0,0
STU102085,22,Female,Electrical Engineering,6,60.4,5.08,0,21.4,61.3,92.9,60000,23,0,0.0,3,1,39.2,Own Vehicle,10.0,6.7,0,1
STU102086,23,Male,Business Administration,1,63.7,3.99,2,12.0,83.0,75.1,90700,21,0,13.0,9,0,5.1,Bicycle,6.5,6.0,0,0
STU102087,22,Female,Business Administration,3,50.1,5.55,3,19.2,70.0,81.8,60000,55,0,6.4,4,0,34.8,Public Transport,5.2,8.4,0,0
STU102088,20,Female,Business Administration,8,68.4,5.06,0,24.2,87.9,85.5,60000,21,0,9.1,6,1,0.6,Walking,6.5,7.7,1,1
STU102089,18,Female,Mechanical Engineering,5,73.7,5.84,1,9.4,75.1,73.3,60000,20,0,4.2,4,0,6.8,Own Vehicle,7.5,7.5,0,0
STU102090,24,Male,Civil Engineering,5,59.2,4.65,0,2.0,100.0,93.6,76200,22,0,10.2,9,0,36.4,Public Transport,5.9,6.6,1,0
STU102091,20,Male,Civil Engineering,7,93.3,8.18,0,27.9,67.3,100.0,60000,34,0,8.0,3,0,67.4,Own Vehicle,4.4,5.8,0,1
STU102092,23,Female,Business Administration,7,79.5,4.52,0,18.4,63.7,90.8,60000,25,0,8.9,12,1,4.0,Own Vehicle,5.2,4.0,0,1
STU102093,19,Male,Electronics & Communication,8,48.5,4.78,1,14.3,91.6,84.6,60000,20,0,12.5,3,0,13.7,Public Transport,4.7,7.2,0,0
STU102094,19,Male,Business Administration,6,48.7,2.75,6,13.9,43.0,60.4,60000,32,0,10.8,3,1,3.7,Hostel,5.3,6.1,1,1
STU102095,23,Other,Civil Engineering,4,58.2,3.56,2,0.3,74.6,95.1,60000,24,0,16.3,14,0,29.8,Hostel,5.1,6.8,0,1
STU102096,24,Male,Business Administration,2,88.9,8.53,0,16.5,91.2,77.3,60000,20,0,7.0,1,1,56.3,Walking,6.3,9.7,0,0
STU102097,24,Male,Electronics & Communication,3,80.7,4.86,3,11.3,44.8,87.4,60000,23,0,12.2,5,1,1.3,Bicycle,5.9,8.1,0,0
STU102098,23,Male,Electronics & Communication,6,89.5,8.57,0,15.4,80.9,96.4,60000,26,0,13.2,10,1,13.0,Walking,7.1,7.1,0,0
STU102099,19,Male,Civil Engineering,3,70.1,5.77,0,15.2,59.1,99.8,65600,18,0,10.4,0,1,10.0,Hostel,4.8,6.4,0,0
STU102100,24,Female,Mechanical Engineering,6,67.5,2.76,4,0.0,48.2,92.1,60000,32,0,16.8,7,1,8.2,Hostel,9.3,7.5,0,0
STU102101,22,Female,Civil Engineering,2,55.0,6.59,0,18.4,65.1,99.5,60000,30,0,6.8,0,0,30.4,Bicycle,9.0,7.7,0,0
STU102102,19,Other,Mechanical Engineering,1,74.2,6.43,0,16.3,77.4,66.2,60000,18,0,10.8,6,0,8.7,Hostel,7.8,6.0,0,0
STU102103,18,Female,Civil Engineering,3,67.6,6.04,0,17.3,70.1,72.1,60000,18,0,11.5,14,0,9.9,Own Vehicle,8.2,6.2,0,1
STU102104,24,Female,Electrical Engineering,2,67.2,6.99,0,13.7,95.5,64.4,60000,50,0,4.0,0,1,20.5,Walking,3.9,6.8,0,0
STU102105,19,Male,Electronics & Communication,7,89.4,9.55,0,15.3,81.2,63.4,60000,31,0,16.3,5,1,9.1,Walking,5.3,5.5,1,0
STU102106,23,Female,Civil Engineering,4,68.5,5.8,0,16.2,73.2,100.0,152300,24,0,9.5,4,0,51.0,Walking,5.7,5.6,0,1
STU102107,18,Male,Electronics & Communication,4,86.0,7.87,0,16.9,61.7,70.2,84600,22,0,12.2,1,0,45.5,Walking,3.8,5.0,0,0
STU102108,19,Male,Electrical Engineering,4,50.9,4.67,0,18.3,83.1,68.1,105700,49,0,17.9,0,1,11.6,Public Transport,5.4,8.8,2,0
STU102109,19,Other,Electronics & Communication,3,100.0,7.45,0,17.0,100.0,84.2,60000,27,0,11.1,10,0,29.6,Walking,10.0,4.7,0,0
STU102110,19,Female,Electronics & Communication,8,65.5,2.71,1,27.9,68.7,71.8,60000,22,0,9.8,6,0,46.0,Bicycle,6.7,4.8,0,1
STU102111,22,Male,Computer Science,6,78.5,6.62,0,9.9,71.8,100.0,60000,21,0,10.3,0,0,76.1,Bicycle,9.7,3.5,0,0
STU102112,24,Female,Mechanical Engineering,2,80.4,8.64,0,12.4,65.1,80.9,115500,25,0,5.0,2,1,10.6,Own Vehicle,9.5,7.3,1,0
STU102113,24,Male,Electronics & Communication,2,64.0,6.06,1,26.9,95.1,89.7,85000,23,0,7.7,3,0,58.1,Own Vehicle,4.6,5.3,1,0
STU102114,23,Male,Business Administration,1,79.8,4.68,1,13.9,91.5,71.3,60000,22,0,8.8,0,0,22.3,Walking,6.6,7.5,0,0
STU102115,19,Male,Electronics & Communication,3,80.5,8.19,0,21.5,73.8,60.1,60000,22,0,10.5,6,0,6.0,Bicycle,5.8,6.4,0,0
STU102116,24,Male,Mechanical Engineering,6,61.4,4.42,3,15.9,67.1,68.1,60000,18,0,15.7,7,1,49.0,Hostel,8.1,8.2,1,1
STU102117,21,Male,Electrical Engineering,8,61.6,1.58,5,13.4,59.3,64.2,71700,45,0,12.6,6,1,12.0,Public Transport,6.4,5.4,2,1
STU102118,21,Male,Business Administration,4,70.5,7.27,0,21.9,75.9,74.1,60000,28,0,7.1,14,1,31.0,Bicycle,9.9,6.6,0,0
STU102119,22,Male,Business Administration,1,68.6,3.98,1,18.6,92.8,59.0,60000,20,0,9.5,2,1,19.6,Walking,6.9,7.9,0,0
STU102120,23,Male,Business Administration,1,86.7,9.79,0,4.3,80.6,87.0,70800,32,0,17.0,4,1,28.0,Own Vehicle,8.1,8.1,0,0
STU102121,24,Female,Electrical Engineering,4,78.4,8.11,0,16.2,98.0,79.9,96700,24,0,1.4,3,0,16.3,Walking,5.3,7.9,0,0
STU102122,22,Female,Mechanical Engineering,3,69.2,5.17,1,8.0,68.4,59.9,60000,46,0,8.5,9,0,5.8,Walking,3.2,7.2,1,0
STU102123,22,Female,Electrical Engineering,5,77.3,6.92,0,23.9,47.6,86.6,69900,31,0,3.5,8,1,44.0,Walking,7.8,6.5,0,0
STU102124,23,Male,Business Administration,1,45.4,7.51,0,27.3,100.0,96.4,128900,38,0,22.2,1,0,89.8,Public Transport,6.7,7.3,0,0
STU102125,19,Female,Business Administration,2,62.6,6.61,0,28.1,83.0,100.0,115500,35,0,13.9,11,1,40.3,Hostel,7.5,4.8,0,0
STU102126,20,Female,Electrical Engineering,5,73.5,6.26,0,17.5,90.9,48.7,60000,21,0,7.5,2,0,4.8,Own Vehicle,9.5,6.0,0,0
STU102127,22,Male,Electrical Engineering,3,83.4,10.0,0,11.8,69.0,74.0,60000,30,0,9.8,9,0,21.4,Own Vehicle,7.2,8.3,1,0
STU102128,18,Male,Civil Engineering,3,72.4,5.98,0,17.3,60.9,64.4,76900,19,0,5.9,9,0,34.9,Hostel,8.3,7.7,0,0
STU102129,20,Male,Mechanical Engineering,2,87.5,7.93,0,8.4,82.2,75.2,60000,22,0,20.0,7,1,28.0,Public Transport,8.7,4.9,1,0
STU102130,23,Male,Mechanical Engineering,1,80.4,4.94,1,31.4,50.6,100.0,60000,19,0,0.0,4,1,49.7,Hostel,6.2,7.0,1,0
STU102131,24,Male,Mechanical Engineering,3,64.1,2.45,1,23.4,74.8,72.1,60000,22,0,11.2,4,1,21.7,Hostel,5.3,5.3,0,0
STU102132,21,Male,Electronics & Communication,3,68.3,5.01,1,17.1,92.8,75.9,60000,32,0,9.2,7,1,8.7,Public Transport,10.0,6.1,0,0
STU102133,20,Male,Business Administration,8,74.9,6.05,1,22.0,84.8,70.6,60000,19,0,4.5,8,0,12.9,Bicycle,7.3,8.4,2,0
STU102134,21,Female,Business Administration,8,64.6,5.7,0,11.6,83.6,100.0,60000,29,0,8.7,8,1,0.1,Own Vehicle,7.1,4.1,0,0
STU102135,22,Male,Mechanical Engineering,4,88.4,4.8,0,7.2,100.0,50.5,60000,67,0,1.9,8,0,14.7,Public Transport,3.9,4.8,0,0
STU102136,21,Male,Electronics & Communication,3,56.7,5.59,0,0.0,85.3,76.7,82400,23,0,17.8,7,1,8.1,Hostel,7.1,6.7,1,1
STU102137,18,Female,Electronics & Communication,4,73.8,4.57,1,15.6,51.8,70.0,60000,19,0,9.7,11,1,12.4,Own Vehicle,7.2,7.1,1,1
STU102138,21,Male,Electrical Engineering,5,78.8,7.28,0,13.5,77.9,59.2,60000,22,0,14.6,3,0,8.0,Walking,4.8,6.1,0,0
STU102139,20,Male,Electronics & Communication,4,66.2,6.79,1,18.6,100.0,99.5,60000,18,0,7.2,6,0,33.0,Hostel,8.0,8.0,0,0
STU102140,22,Male,Mechanical Engineering,7,63.5,4.45,0,15.1,75.7,58.0,60000,70,0,16.7,3,1,4.7,Walking,5.3,6.2,0,1
STU102141,24,Male,Civil Engineering,8,69.1,3.98,3,18.3,100.0,72.1,60000,27,0,9.0,15,0,40.1,Hostel,1.7,6.9,1,1
STU102142,24,Male,Electronics & Communication,4,79.7,8.85,0,20.7,94.3,83.8,60000,29,0,15.4,9,0,10.0,Walking,5.5,6.6,0,0
STU102143,22,Male,Business Administration,1,64.0,6.52,0,4.8,74.3,73.7,60000,19,0,12.8,10,1,27.2,Walking,8.6,6.2,0,1
STU102144,20,Male,Business Administration,1,57.2,4.82,2,21.1,61.9,55.0,83400,20,0,9.0,7,1,11.6,Own Vehicle,4.6,7.5,1,1
STU102145,21,Other,Electronics & Communication,7,83.8,9.05,0,12.2,84.8,82.5,60500,23,0,15.0,5,0,1.7,Walking,10.0,5.5,0,0
STU102146,19,Female,Civil Engineering,4,74.8,6.12,0,18.6,97.8,73.6,60000,25,0,30.9,16,0,33.4,Bicycle,7.5,8.2,0,0
STU102147,24,Male,Mechanical Engineering,3,82.1,5.57,0,22.2,57.9,97.1,60000,22,0,4.3,10,1,29.9,Hostel,10.0,7.8,1,0
STU102148,23,Male,Mechanical Engineering,5,79.1,4.73,1,22.2,80.2,90.7,60000,34,0,9.0,4,0,24.4,Hostel,4.1,7.8,1,1
STU102149,23,Male,Business Administration,8,96.2,7.52,0,15.9,51.4,100.0,60000,25,0,3.5,4,1,77.2,Own Vehicle,4.2,9.5,0,1
STU102150,20,Female,Electrical Engineering,4,83.4,7.91,0,16.2,75.2,86.6,61700,33,0,12.1,6,0,40.7,Walking,6.0,7.0,0,0
STU102151,20,Female,Civil Engineering,3,61.3,7.13,0,21.2,56.8,93.8,60000,21,0,11.1,3,0,8.8,Own Vehicle,4.1,6.7,0,1
STU102152,23,Male,Electronics & Communication,7,75.6,6.09,0,4.5,87.9,79.6,170400,18,0,19.7,4,1,15.7,Walking,5.8,7.1,0,0
STU102153,21,Male,Computer Science,1,63.3,7.01,0,8.3,70.4,100.0,60000,24,0,8.7,0,1,3.1,Public Transport,9.8,6.0,0,0
STU102154,22,Male,Civil Engineering,7,64.6,4.82,0,13.0,96.2,85.2,162800,29,0,14.8,0,1,17.4,Hostel,5.9,6.4,0,0
STU102155,21,Female,Electrical Engineering,5,53.0,2.99,3,5.7,67.9,77.5,60000,19,0,0.0,13,1,48.0,Public Transport,3.1,5.4,2,1
STU102156,21,Female,Electrical Engineering,1,66.6,3.24,2,13.1,68.2,89.1,60000,29,0,10.0,3,0,12.5,Own Vehicle,6.8,8.3,0,1
STU102157,22,Male,Civil Engineering,2,76.5,5.31,0,12.7,57.4,75.3,60000,18,0,5.7,4,0,7.5,Bicycle,9.3,5.2,0,1
STU102158,23,Female,Computer Science,6,69.2,3.51,1,15.6,84.0,75.5,60000,19,0,12.6,6,1,4.7,Public Transport,2.8,5.4,1,1
